A_o,Estado,Tipo_de_abuso,Subtipo_de_Abuso,Mes,Valor
2017,Michoacan de Ocampo,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2017,Michoacan de Ocampo,Violacion simple,Violacion simple,Enero,11
2017,Michoacan de Ocampo,Violacion equiparada,Violacion equiparada,Enero,3
2017,Michoacan de Ocampo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,2
2017,Morelos,Abuso sexual,Abuso sexual,Enero,30
2017,Morelos,Acoso sexual,Acoso sexual,Enero,2
2017,Morelos,Hostigamiento sexual,Hostigamiento sexual,Enero,3
2017,Morelos,Violacion simple,Violacion simple,Enero,26
2017,Morelos,Violacion equiparada,Violacion equiparada,Enero,1
2017,Morelos,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,5
2017,Nayarit,Abuso sexual,Abuso sexual,Enero,0
2017,Nayarit,Acoso sexual,Acoso sexual,Enero,0
2017,Nayarit,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2017,Nayarit,Violacion simple,Violacion simple,Enero,9
2017,Nayarit,Violacion equiparada,Violacion equiparada,Enero,0
2017,Nayarit,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,7
2017,Nuevo Leon,Abuso sexual,Abuso sexual,Enero,64
2017,Nuevo Leon,Acoso sexual,Acoso sexual,Enero,0
2017,Nuevo Leon,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2017,Nuevo Leon,Violacion simple,Violacion simple,Enero,41
2017,Nuevo Leon,Violacion equiparada,Violacion equiparada,Enero,12
2017,Nuevo Leon,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,22
2017,Oaxaca,Abuso sexual,Abuso sexual,Enero,20
2017,Oaxaca,Acoso sexual,Acoso sexual,Enero,4
2017,Oaxaca,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2017,Oaxaca,Violacion simple,Violacion simple,Enero,31
2017,Oaxaca,Violacion equiparada,Violacion equiparada,Enero,3
2017,Oaxaca,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,1
2017,Puebla,Abuso sexual,Abuso sexual,Enero,0
2017,Puebla,Acoso sexual,Acoso sexual,Enero,3
2017,Puebla,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2017,Puebla,Violacion simple,Violacion simple,Enero,47
2017,Puebla,Violacion equiparada,Violacion equiparada,Enero,9
2017,Puebla,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,37
2017,Queretaro,Abuso sexual,Abuso sexual,Enero,27
2017,Queretaro,Acoso sexual,Acoso sexual,Enero,1
2017,Queretaro,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2017,Queretaro,Violacion simple,Violacion simple,Enero,12
2017,Queretaro,Violacion equiparada,Violacion equiparada,Enero,6
2017,Queretaro,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,1
2017,Quintana Roo,Abuso sexual,Abuso sexual,Enero,18
2017,Quintana Roo,Acoso sexual,Acoso sexual,Enero,2
2017,Quintana Roo,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2017,Quintana Roo,Violacion simple,Violacion simple,Enero,16
2017,Quintana Roo,Violacion equiparada,Violacion equiparada,Enero,2
2017,Quintana Roo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2017,San Luis Potosi,Abuso sexual,Abuso sexual,Enero,36
2017,San Luis Potosi,Acoso sexual,Acoso sexual,Enero,11
2017,San Luis Potosi,Hostigamiento sexual,Hostigamiento sexual,Enero,4
2017,San Luis Potosi,Violacion simple,Violacion simple,Enero,29
2017,San Luis Potosi,Violacion equiparada,Violacion equiparada,Enero,5
2017,San Luis Potosi,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,7
2017,Sinaloa,Abuso sexual,Abuso sexual,Enero,13
2017,Sinaloa,Acoso sexual,Acoso sexual,Enero,1
2017,Sinaloa,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2017,Sinaloa,Violacion simple,Violacion simple,Enero,8
2017,Sinaloa,Violacion equiparada,Violacion equiparada,Enero,3
2017,Sinaloa,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2017,Sonora,Abuso sexual,Abuso sexual,Enero,23
2017,Sonora,Acoso sexual,Acoso sexual,Enero,0
2017,Sonora,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2017,Sonora,Violacion simple,Violacion simple,Enero,19
2017,Sonora,Violacion equiparada,Violacion equiparada,Enero,5
2017,Sonora,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,5
2017,Tabasco,Abuso sexual,Abuso sexual,Enero,15
2017,Tabasco,Acoso sexual,Acoso sexual,Enero,0
2017,Tabasco,Hostigamiento sexual,Hostigamiento sexual,Enero,13
2017,Tabasco,Violacion simple,Violacion simple,Enero,27
2017,Tabasco,Violacion equiparada,Violacion equiparada,Enero,0
2017,Tabasco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,42
2017,Tamaulipas,Abuso sexual,Abuso sexual,Enero,32
2017,Tamaulipas,Acoso sexual,Acoso sexual,Enero,5
2017,Tamaulipas,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2017,Tamaulipas,Violacion simple,Violacion simple,Enero,33
2017,Tamaulipas,Violacion equiparada,Violacion equiparada,Enero,0
2017,Tamaulipas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,13
2017,Tlaxcala,Abuso sexual,Abuso sexual,Enero,1
2017,Tlaxcala,Acoso sexual,Acoso sexual,Enero,0
2017,Tlaxcala,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2017,Tlaxcala,Violacion simple,Violacion simple,Enero,4
2017,Tlaxcala,Violacion equiparada,Violacion equiparada,Enero,0
2017,Tlaxcala,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2017,Veracruz de Ignacio de la Llave,Abuso sexual,Abuso sexual,Enero,9
2017,Veracruz de Ignacio de la Llave,Acoso sexual,Acoso sexual,Enero,16
2017,Veracruz de Ignacio de la Llave,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2017,Veracruz de Ignacio de la Llave,Violacion simple,Violacion simple,Enero,49
2017,Veracruz de Ignacio de la Llave,Violacion equiparada,Violacion equiparada,Enero,0
2017,Veracruz de Ignacio de la Llave,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,103
2017,Yucatan,Abuso sexual,Abuso sexual,Enero,27
2017,Yucatan,Acoso sexual,Acoso sexual,Enero,0
2017,Yucatan,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2017,Yucatan,Violacion simple,Violacion simple,Enero,12
2017,Yucatan,Violacion equiparada,Violacion equiparada,Enero,4
2017,Yucatan,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,2
2017,Zacatecas,Abuso sexual,Abuso sexual,Enero,10
2017,Zacatecas,Acoso sexual,Acoso sexual,Enero,0
2017,Zacatecas,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2017,Zacatecas,Violacion simple,Violacion simple,Enero,5
2017,Zacatecas,Violacion equiparada,Violacion equiparada,Enero,9
2017,Zacatecas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2018,Aguascalientes,Abuso sexual,Abuso sexual,Enero,0
2018,Aguascalientes,Acoso sexual,Acoso sexual,Enero,0
2018,Aguascalientes,Hostigamiento sexual,Hostigamiento sexual,Enero,7
2018,Aguascalientes,Violacion simple,Violacion simple,Enero,9
2018,Aguascalientes,Violacion equiparada,Violacion equiparada,Enero,4
2018,Aguascalientes,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,13
2018,Baja California,Abuso sexual,Abuso sexual,Enero,76
2018,Baja California,Acoso sexual,Acoso sexual,Enero,0
2018,Baja California,Hostigamiento sexual,Hostigamiento sexual,Enero,4
2018,Baja California,Violacion simple,Violacion simple,Enero,51
2018,Baja California,Violacion equiparada,Violacion equiparada,Enero,22
2018,Baja California,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,14
2018,Baja California Sur,Abuso sexual,Abuso sexual,Enero,20
2018,Baja California Sur,Acoso sexual,Acoso sexual,Enero,2
2018,Baja California Sur,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2018,Baja California Sur,Violacion simple,Violacion simple,Enero,8
2018,Baja California Sur,Violacion equiparada,Violacion equiparada,Enero,2
2018,Baja California Sur,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,6
2018,Campeche,Abuso sexual,Abuso sexual,Enero,3
2018,Campeche,Acoso sexual,Acoso sexual,Enero,0
2018,Campeche,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2018,Campeche,Violacion simple,Violacion simple,Enero,1
2018,Campeche,Violacion equiparada,Violacion equiparada,Enero,9
2018,Campeche,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2018,Coahuila de Zaragoza,Abuso sexual,Abuso sexual,Enero,31
2018,Coahuila de Zaragoza,Acoso sexual,Acoso sexual,Enero,11
2018,Coahuila de Zaragoza,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2018,Coahuila de Zaragoza,Violacion simple,Violacion simple,Enero,17
2018,Coahuila de Zaragoza,Violacion equiparada,Violacion equiparada,Enero,5
2018,Coahuila de Zaragoza,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2018,Colima,Abuso sexual,Abuso sexual,Enero,12
2018,Colima,Acoso sexual,Acoso sexual,Enero,0
2018,Colima,Hostigamiento sexual,Hostigamiento sexual,Enero,3
2018,Colima,Violacion simple,Violacion simple,Enero,10
2018,Colima,Violacion equiparada,Violacion equiparada,Enero,0
2018,Colima,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2018,Chiapas,Abuso sexual,Abuso sexual,Enero,15
2018,Chiapas,Acoso sexual,Acoso sexual,Enero,0
2018,Chiapas,Hostigamiento sexual,Hostigamiento sexual,Enero,5
2018,Chiapas,Violacion simple,Violacion simple,Enero,48
2018,Chiapas,Violacion equiparada,Violacion equiparada,Enero,4
2018,Chiapas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,24
2018,Chihuahua,Abuso sexual,Abuso sexual,Enero,77
2018,Chihuahua,Acoso sexual,Acoso sexual,Enero,0
2018,Chihuahua,Hostigamiento sexual,Hostigamiento sexual,Enero,15
2018,Chihuahua,Violacion simple,Violacion simple,Enero,57
2018,Chihuahua,Violacion equiparada,Violacion equiparada,Enero,11
2018,Chihuahua,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,10
2018,Ciudad de Mexico,Abuso sexual,Abuso sexual,Enero,143
2018,Ciudad de Mexico,Acoso sexual,Acoso sexual,Enero,26
2018,Ciudad de Mexico,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2018,Ciudad de Mexico,Violacion simple,Violacion simple,Enero,65
2018,Ciudad de Mexico,Violacion equiparada,Violacion equiparada,Enero,14
2018,Ciudad de Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2018,Durango,Abuso sexual,Abuso sexual,Enero,25
2018,Durango,Acoso sexual,Acoso sexual,Enero,0
2018,Durango,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2018,Durango,Violacion simple,Violacion simple,Enero,13
2018,Durango,Violacion equiparada,Violacion equiparada,Enero,5
2018,Durango,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,8
2018,Guanajuato,Abuso sexual,Abuso sexual,Enero,67
2018,Guanajuato,Acoso sexual,Acoso sexual,Enero,8
2018,Guanajuato,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2018,Guanajuato,Violacion simple,Violacion simple,Enero,29
2018,Guanajuato,Violacion equiparada,Violacion equiparada,Enero,1
2018,Guanajuato,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2018,Guerrero,Abuso sexual,Abuso sexual,Enero,11
2018,Guerrero,Acoso sexual,Acoso sexual,Enero,1
2018,Guerrero,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2018,Guerrero,Violacion simple,Violacion simple,Enero,14
2018,Guerrero,Violacion equiparada,Violacion equiparada,Enero,2
2018,Guerrero,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2018,Hidalgo,Abuso sexual,Abuso sexual,Enero,23
2018,Hidalgo,Acoso sexual,Acoso sexual,Enero,4
2018,Hidalgo,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2018,Hidalgo,Violacion simple,Violacion simple,Enero,40
2018,Hidalgo,Violacion equiparada,Violacion equiparada,Enero,0
2018,Hidalgo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,6
2018,Jalisco,Abuso sexual,Abuso sexual,Enero,174
2018,Jalisco,Acoso sexual,Acoso sexual,Enero,26
2018,Jalisco,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2018,Jalisco,Violacion simple,Violacion simple,Enero,33
2018,Jalisco,Violacion equiparada,Violacion equiparada,Enero,2
2018,Jalisco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,12
2018,Mexico,Abuso sexual,Abuso sexual,Enero,115
2018,Mexico,Acoso sexual,Acoso sexual,Enero,11
2018,Mexico,Hostigamiento sexual,Hostigamiento sexual,Enero,3
2018,Mexico,Violacion simple,Violacion simple,Enero,68
2018,Mexico,Violacion equiparada,Violacion equiparada,Enero,44
2018,Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,16
2018,Michoacan de Ocampo,Abuso sexual,Abuso sexual,Enero,21
2018,Michoacan de Ocampo,Acoso sexual,Acoso sexual,Enero,0
2018,Michoacan de Ocampo,Hostigamiento sexual,Hostigamiento sexual,Enero,5
2018,Michoacan de Ocampo,Violacion simple,Violacion simple,Enero,11
2018,Michoacan de Ocampo,Violacion equiparada,Violacion equiparada,Enero,3
2018,Michoacan de Ocampo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,5
2018,Morelos,Abuso sexual,Abuso sexual,Enero,20
2018,Morelos,Acoso sexual,Acoso sexual,Enero,2
2018,Morelos,Hostigamiento sexual,Hostigamiento sexual,Enero,7
2018,Morelos,Violacion simple,Violacion simple,Enero,20
2018,Morelos,Violacion equiparada,Violacion equiparada,Enero,0
2018,Morelos,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,7
2018,Nayarit,Abuso sexual,Abuso sexual,Enero,0
2018,Nayarit,Acoso sexual,Acoso sexual,Enero,0
2018,Nayarit,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2018,Nayarit,Violacion simple,Violacion simple,Enero,11
2018,Nayarit,Violacion equiparada,Violacion equiparada,Enero,0
2018,Nayarit,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,9
2018,Nuevo Leon,Abuso sexual,Abuso sexual,Enero,53
2018,Nuevo Leon,Acoso sexual,Acoso sexual,Enero,3
2018,Nuevo Leon,Hostigamiento sexual,Hostigamiento sexual,Enero,8
2018,Nuevo Leon,Violacion simple,Violacion simple,Enero,51
2018,Nuevo Leon,Violacion equiparada,Violacion equiparada,Enero,18
2018,Nuevo Leon,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,29
2018,Oaxaca,Abuso sexual,Abuso sexual,Enero,31
2018,Oaxaca,Acoso sexual,Acoso sexual,Enero,4
2018,Oaxaca,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2018,Oaxaca,Violacion simple,Violacion simple,Enero,24
2018,Oaxaca,Violacion equiparada,Violacion equiparada,Enero,5
2018,Oaxaca,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,13
2018,Puebla,Abuso sexual,Abuso sexual,Enero,0
2018,Puebla,Acoso sexual,Acoso sexual,Enero,5
2018,Puebla,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2018,Puebla,Violacion simple,Violacion simple,Enero,33
2018,Puebla,Violacion equiparada,Violacion equiparada,Enero,15
2018,Puebla,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,40
2018,Queretaro,Abuso sexual,Abuso sexual,Enero,19
2018,Queretaro,Acoso sexual,Acoso sexual,Enero,2
2018,Queretaro,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2018,Queretaro,Violacion simple,Violacion simple,Enero,18
2018,Queretaro,Violacion equiparada,Violacion equiparada,Enero,10
2018,Queretaro,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,4
2018,Quintana Roo,Abuso sexual,Abuso sexual,Enero,25
2018,Quintana Roo,Acoso sexual,Acoso sexual,Enero,5
2018,Quintana Roo,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2018,Quintana Roo,Violacion simple,Violacion simple,Enero,4
2018,Quintana Roo,Violacion equiparada,Violacion equiparada,Enero,0
2018,Quintana Roo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2018,San Luis Potosi,Abuso sexual,Abuso sexual,Enero,26
2018,San Luis Potosi,Acoso sexual,Acoso sexual,Enero,10
2018,San Luis Potosi,Hostigamiento sexual,Hostigamiento sexual,Enero,0
